SerialNumber,TransactionID,UserID,TransactionAmount,TransactionType,TransactionTime,TransactionDate,Location,DeviceType,MerchantCategory,CardType,IsForeignTransaction,IsHighRiskCountry,UserTransactionFrequency,AmountBefore,AmountAfter,IsFraud
2478,TXN144D257628,USR889012,"€3,966.48",Credit,06:47:45,2024-01-14,Beijing,Unknown,Retail,Credit,1,0,7,4895.11,8861.59,1
2479,TXN964ABB7FEC,USR798413,"$8,281.57",Debit,00:55:52,2025-07-24,Tokyo,Desktop,Retail,Prepaid,0,0,6,511.17,-7770.4,0
2480,TXNC5CC168E1C,USR283302,$502.04,Credit,20:45:28,2023-07-16,Beijing,Unknown,Retail,Credit,0,0,7,7974.73,8476.77,1
2481,TXN66D51C0494,USR569552,₹485.76,Debit,16:10:14,2024-07-15,Dubai,Mobile,Food,Credit,1,0,7,7246.12,6760.36,1
2482,TXN1BCD677952,USR822356,"₹1,310.38",Credit,04:25:00,2023-09-01,Dubai,Desktop,Retail,Prepaid,1,0,7,7077.35,8387.73,1
2483,TXND4DDAF19B4,USR673048,"€9,899.86",Debit,18:49:05,2025-07-20,New York,Desktop,Luxury,Credit,0,0,5,2545.21,-7354.65,0
2484,TXNF2E0A2626A,USR398650,"€2,33,584.13",Credit,02:09:10,2025-02-08,Lagos,Desktop,Travel,Debit,0,0,4,8204.03,241788.16,1
2485,TXN19605F6EE6,USR431670,"$8,025.48",Debit,12:40:41,2023-08-04,Tokyo,Desktop,Retail,Credit,0,0,5,9199.11,1173.63,0
2486,TXN27DB8041A3,USR585911,"€6,444.45",Credit,21:41:48,2023-07-14,London,Desktop,Luxury,Prepaid,0,0,7,7077.01,13521.46,0
2487,TXN880193ABD7,USR668300,"$3,23,393.55",Debit,08:30:58,2023-10-07,Lagos,Unknown,Travel,Credit,0,0,7,7600.34,-315793.21,1
2488,TXN564382EF3E,USR594847,"€3,599.61",Debit,19:10:01,2023-09-07,New York,Mobile,Food,Credit,1,0,13,7211.16,3611.55,1
2489,TXN46901F404D,USR547565,"$1,646.60",Debit,12:12:47,2025-01-26,Tokyo,Unknown,Utility,Credit,0,0,7,157.36,-1489.24,1
2490,TXNCDB5B7BE48,USR231973,"$4,381.78",Debit,15:46:29,2025-05-03,Lagos,Unknown,Utility,Debit,0,0,10,3146.68,-1235.1,1
2491,TXN61A07C86BA,USR530627,"₹5,874.10",Debit,13:09:06,2024-07-31,Tokyo,Unknown,Luxury,Prepaid,0,0,4,1882.46,-3991.64,1
2492,TXNE870A7672E,USR613846,"€5,908.41",Credit,14:28:44,2023-04-19,Beijing,Tablet,Food,Prepaid,0,0,3,235.81,6144.22,0
2493,TXN0D2ACE4FBD,USR198246,"€6,379.22",Debit,03:03:21,2023-04-11,Tokyo,Desktop,Travel,Credit,0,0,5,7906.88,1527.66,0
2494,TXN48ED1D7CA0,USR851353,"₹6,656.61",Debit,17:46:07,2024-02-07,Dubai,Tablet,Luxury,Credit,0,0,4,1034.55,-5622.06,0
2495,TXN33C5EDC6D8,USR212074,"₹2,206.22",Debit,08:58:51,2024-09-05,Tokyo,Unknown,Travel,Prepaid,1,0,5,9241.67,7035.45,1
2496,TXNDF06AE14EE,USR157034,"₹6,825.32",Debit,22:37:07,2024-10-28,Beijing,Tablet,Utility,Debit,0,0,10,5807.19,-1018.13,0
2497,TXNA7520DF98B,USR559189,"₹9,650.68",Debit,12:31:42,2025-06-12,New York,Unknown,Retail,Prepaid,1,1,9,5569.76,-4080.92,1
2498,TXN932521BD57,USR163624,"₹1,59,915.17",Credit,17:33:03,2024-05-25,Lagos,Mobile,Food,Debit,0,0,8,281.22,160196.39,1
2499,TXN28F3DB639B,USR557051,"$3,82,380.61",Credit,23:10:40,2023-08-02,Lagos,Mobile,Utility,Debit,0,0,6,2965.62,385346.23,1
2500,TXNA4B5C8C850,USR104974,"₹8,321.68",Debit,23:01:48,2023-03-25,New York,Unknown,Retail,Credit,0,0,6,7155.55,-1166.13,1
2501,TXN5C26DE402E,USR347109,"₹2,96,827.76",Debit,20:19:47,2025-04-12,Tokyo,Tablet,Utility,Prepaid,0,0,10,6979.34,-289848.42,1
2502,TXN988BBA2887,USR666484,"€5,930.51",Debit,22:46:51,2023-12-28,Delhi,Mobile,Travel,Prepaid,0,0,12,3390.88,-2539.63,1
2503,TXN4F37116A32,USR165031,"€4,348.55",Credit,07:21:07,2024-09-21,Beijing,Unknown,Luxury,Prepaid,0,0,11,3324.68,7673.23,1
2504,TXN3000E28689,USR528816,"€2,90,804.00",Debit,06:42:22,2024-10-24,Dubai,Unknown,Utility,Credit,0,1,9,3640.2,-287163.8,1
2505,TXNF63C70B1D5,USR239464,"$4,120.86",Debit,12:54:02,2023-05-06,Lagos,Tablet,Retail,Credit,0,0,3,3507.34,-613.52,0
2506,TXN3A3B488B7A,USR746335,"₹1,063.90",Debit,13:10:04,2024-07-15,Delhi,Tablet,Food,Debit,0,0,4,5361.48,4297.58,0
2507,TXNA968363D2C,USR934432,"€3,988.64",Credit,04:29:22,2025-01-21,Tokyo,Unknown,Travel,Prepaid,1,0,6,9896.84,13885.48,1
2508,TXNBD9A37204D,USR531277,"$1,78,615.13",Credit,07:54:43,2025-02-11,London,Mobile,Travel,Prepaid,1,0,5,6530.83,185145.96,1
2509,TXNABF94B2C75,USR951648,"₹6,602.85",Credit,05:53:42,2024-12-26,Tokyo,Desktop,Food,Credit,0,0,5,5672.85,12275.7,0
2510,TXN3AE5DB1F0C,USR494833,"$2,07,579.14",Credit,07:56:41,2023-06-21,London,Mobile,Luxury,Prepaid,0,0,8,4936.52,212515.66,1
2511,TXNC6848F3E1A,USR762529,"$1,074.61",Credit,12:51:52,2024-05-23,London,Tablet,Travel,Prepaid,0,0,9,5969.23,7043.84,0
2512,TXN4B4A3C18FD,USR546171,"$3,272.42",Credit,21:36:15,2023-02-22,Lagos,Desktop,Travel,Credit,0,0,3,2785.56,6057.98,0
2513,TXNF906C9B716,USR169404,"€1,17,754.36",Debit,06:29:49,2024-04-18,Tokyo,Mobile,Retail,Prepaid,1,0,9,7506.65,-110247.71,1
2514,TXN44813EDA7D,USR416575,"₹4,664.22",Debit,08:56:14,2025-06-25,Dubai,Tablet,Food,Debit,0,0,10,7912.57,3248.35,0
2515,TXNA583A87CFE,USR264038,"₹2,323.47",Debit,00:42:58,2023-09-14,Delhi,Tablet,Utility,Debit,0,0,4,6301.66,3978.19,0
2516,TXN37D23A250A,USR832151,$902.44,Debit,14:52:07,2023-05-03,New York,Tablet,Food,Debit,1,0,11,1742.75,840.31,1
2517,TXNE287138006,USR690579,€759.70,Credit,07:39:21,2025-02-17,London,Desktop,Luxury,Credit,0,0,5,4712.03,5471.73,0
2518,TXN6704279652,USR474606,"€2,666.82",Credit,12:12:34,2024-05-31,Beijing,Mobile,Food,Credit,0,0,9,8536.21,11203.03,0
2519,TXN0CDC4B095C,USR884173,"$8,544.31",Debit,10:31:18,2024-03-31,London,Tablet,Retail,Debit,0,0,9,8964.39,420.08,0
2520,TXN55E3917ADC,USR331161,"$8,932.29",Credit,10:50:46,2025-06-22,Tokyo,Tablet,Utility,Prepaid,0,0,7,5022.58,13954.87,0
2521,TXNC50E949F05,USR438360,"$5,270.45",Debit,17:59:30,2023-08-18,Lagos,Mobile,Retail,Credit,0,0,10,3537.98,-1732.47,0
2522,TXN2126EB2FA5,USR935585,"₹8,994.26",Debit,15:29:43,2024-10-09,Beijing,Tablet,Utility,Prepaid,0,0,5,5421.92,-3572.34,0
2523,TXNF2476EA858,USR840570,"₹2,907.55",Debit,12:45:10,2024-12-15,Delhi,Unknown,Utility,Credit,0,0,5,4182.36,1274.81,1
2524,TXN0CA1E0C94F,USR700419,"€4,301.61",Debit,15:02:11,2023-08-28,Delhi,Tablet,Travel,Debit,0,0,6,7796.9,3495.29,0
2525,TXN590BE8CEF9,USR275017,"$4,085.11",Debit,17:33:27,2024-07-11,New York,Unknown,Utility,Debit,0,0,12,9241.34,5156.23,1
2526,TXNADA1EB627A,USR414099,"$1,46,644.65",Credit,05:19:28,2025-06-12,Dubai,Mobile,Food,Debit,0,0,7,1384.45,148029.1,1
2527,TXN44B133F9FB,USR747736,"€4,66,111.56",Debit,14:21:14,2025-02-22,Tokyo,Unknown,Travel,Debit,0,0,6,8566.83,-457544.73,1
2528,TXN4CE1AF85EB,USR357175,"€3,519.39",Credit,12:04:45,2025-07-16,Delhi,Desktop,Luxury,Credit,0,0,4,868.24,4387.63,0
2529,TXND90AB6A1BB,USR395911,"€4,767.19",Credit,03:58:23,2024-08-11,Tokyo,Desktop,Luxury,Credit,0,0,13,3158.16,7925.35,1
2530,TXNB363DE900E,USR924867,"₹9,608.15",Debit,01:27:59,2024-01-04,London,Mobile,Utility,Prepaid,0,0,3,7778.24,-1829.91,0
2531,TXN104989E38C,USR851706,"₹5,624.32",Credit,01:10:00,2024-02-24,Beijing,Mobile,Travel,Credit,0,0,5,1165.37,6789.69,0
2532,TXNE3BFFE63D0,USR620759,"₹9,290.75",Credit,06:09:46,2025-04-07,Dubai,Unknown,Travel,Prepaid,0,0,8,3523.56,12814.31,1
2533,TXN18F6CB39E2,USR811838,"₹6,081.14",Debit,15:46:02,2024-02-29,Tokyo,Desktop,Travel,Prepaid,0,0,8,3522.78,-2558.36,0
2534,TXN85018D608F,USR323326,"₹4,05,882.16",Debit,16:53:58,2023-03-21,Delhi,Tablet,Travel,Prepaid,0,0,7,5515.48,-400366.68,1
2535,TXN4516C7D2F7,USR693460,"€4,372.20",Debit,12:58:04,2023-08-05,New York,Unknown,Food,Debit,0,0,9,1438.71,-2933.49,1
2536,TXNEACDC3EC77,USR855716,"₹6,500.88",Credit,04:33:14,2025-07-07,New York,Desktop,Food,Debit,0,0,7,3956.82,10457.7,0
2537,TXN4F17DE7E3E,USR367762,"$3,316.94",Credit,13:26:57,2024-01-09,Tokyo,Desktop,Utility,Credit,0,0,5,6814.59,10131.53,0
2538,TXNFB8E1D309E,USR912821,"$8,433.96",Debit,09:29:12,2023-01-25,Dubai,Unknown,Food,Credit,1,0,8,2576.5,-5857.46,1
2539,TXNC4892AD003,USR777298,"₹4,351.64",Debit,08:01:35,2024-10-06,Beijing,Desktop,Retail,Debit,0,0,8,2800.03,-1551.61,0
2540,TXN4B3EF61F60,USR686355,"₹4,187.67",Credit,03:18:46,2023-05-04,Beijing,Tablet,Retail,Credit,0,0,9,7594.5,11782.17,0
2541,TXN25E1F49A39,USR313595,₹251.21,Credit,17:15:33,2023-09-04,Delhi,Mobile,Retail,Credit,0,0,7,246.31,497.52,0
2542,TXN8B65D4C653,USR370873,"₹9,258.74",Debit,16:46:42,2024-08-31,Beijing,Tablet,Retail,Prepaid,0,0,8,6678.54,-2580.2,0
2543,TXNE6FB9BD850,USR384508,$161.65,Credit,18:09:31,2023-09-30,Dubai,Unknown,Travel,Credit,0,0,6,201.61,363.26,1
2544,TXNF619906655,USR628587,"₹7,868.31",Credit,04:04:21,2024-04-08,Tokyo,Mobile,Travel,Debit,0,0,7,8662.85,16531.16,0
2545,TXN5BB10CA657,USR250110,"₹2,987.99",Debit,23:06:25,2024-08-24,Delhi,Mobile,Food,Prepaid,0,0,10,4723.31,1735.32,0
2546,TXN7A6AB1910F,USR101958,"€3,238.94",Credit,21:08:25,2024-02-13,Dubai,Desktop,Travel,Credit,0,1,10,8923.77,12162.71,1
2547,TXNF03139C3C5,USR384172,€671.98,Credit,06:43:42,2023-09-06,Beijing,Tablet,Food,Debit,0,1,6,5736.51,6408.49,1
2548,TXN4A1DD5C38D,USR686971,"€7,113.37",Debit,10:32:22,2024-06-01,New York,Tablet,Luxury,Prepaid,1,0,5,8764.03,1650.66,1
2549,TXN115532CA2D,USR350760,"₹4,062.85",Debit,13:25:13,2025-07-06,New York,Desktop,Utility,Credit,0,0,10,6983.38,2920.53,0
2550,TXNB0500271C0,USR476040,"₹5,706.83",Debit,04:43:29,2023-06-13,London,Desktop,Retail,Debit,1,0,9,4542.23,-1164.6,1
2551,TXN987A7D4F40,USR543612,"€6,146.67",Credit,07:58:59,2023-10-29,New York,Mobile,Travel,Debit,1,0,11,9919.23,16065.9,1
2552,TXN49C0AA6E55,USR642012,"€4,491.38",Debit,04:23:34,2023-07-06,Tokyo,Desktop,Luxury,Debit,0,0,8,1335.49,-3155.89,0
2553,TXN405C660F56,USR468171,"€3,440.33",Credit,16:01:38,2024-01-15,Lagos,Mobile,Luxury,Debit,0,0,4,1859.21,5299.54,0
2554,TXNAF8EBD81E0,USR636077,"₹7,933.56",Debit,15:15:35,2025-06-26,Dubai,Tablet,Travel,Prepaid,0,0,8,2379.77,-5553.79,0
2555,TXNA0BF1E0A1D,USR750856,"$1,49,168.07",Debit,05:33:22,2024-08-25,London,Tablet,Utility,Prepaid,0,0,11,4996.61,-144171.46,1
2556,TXNF37E4723A1,USR565814,"₹1,171.66",Credit,10:53:28,2024-07-09,Tokyo,Mobile,Travel,Prepaid,0,0,7,8578.44,9750.1,0
2557,TXN72983343DC,USR773519,"€4,501.15",Debit,18:36:12,2024-05-12,Delhi,Unknown,Travel,Credit,0,1,8,3803.2,-697.95,1
2558,TXNA869F61085,USR625417,"₹4,860.60",Credit,20:52:59,2024-03-19,New York,Tablet,Food,Credit,0,0,4,6685.39,11545.99,0
2559,TXN6E7F6CDC9F,USR412570,"₹1,38,657.17",Credit,19:38:13,2025-04-03,Tokyo,Unknown,Food,Prepaid,0,0,10,9969.42,148626.59,1
2560,TXN915EF544DF,USR467867,$932.67,Credit,10:19:56,2023-10-25,New York,Mobile,Retail,Prepaid,0,0,5,6379.35,7312.02,0
2561,TXNA54F2EE8D1,USR664502,"€7,637.06",Debit,01:50:53,2023-05-12,Dubai,Tablet,Utility,Debit,0,0,5,6633.31,-1003.75,0
2562,TXNE976641E26,USR682571,"€8,088.50",Debit,00:52:09,2023-01-16,Lagos,Mobile,Utility,Prepaid,0,0,8,2006.78,-6081.72,0
2563,TXN314E8C87E5,USR134102,"$4,839.25",Debit,06:33:33,2023-10-15,Lagos,Mobile,Utility,Debit,0,0,8,2835.07,-2004.18,0
2564,TXN7230D4C5F3,USR829682,"₹3,135.11",Debit,23:30:41,2025-07-30,Lagos,Tablet,Utility,Debit,0,0,5,7203.8,4068.69,0
2565,TXNE9D80AE009,USR957657,"₹7,678.69",Credit,04:08:31,2024-09-24,New York,Desktop,Luxury,Debit,0,0,7,6965.72,14644.41,0
2566,TXN749E4C24E3,USR425905,"₹2,64,229.65",Credit,21:35:40,2024-02-24,Beijing,Unknown,Luxury,Credit,0,0,3,5924.17,270153.82,1
2567,TXNACE0A22568,USR609121,"€2,935.61",Credit,06:39:01,2024-02-19,Lagos,Desktop,Retail,Prepaid,0,0,11,4453.8,7389.41,1
2568,TXNB7806CAC9C,USR459777,"€2,526.90",Debit,11:58:40,2024-09-21,London,Unknown,Utility,Prepaid,0,0,13,5458.02,2931.12,1
2569,TXNF7DD9D2BC7,USR945788,"€4,68,977.01",Debit,13:11:20,2025-04-14,Beijing,Unknown,Travel,Prepaid,0,0,6,6677.53,-462299.48,1
2570,TXN07747127A3,USR324662,"₹6,216.00",Credit,12:26:14,2023-09-10,Beijing,Unknown,Utility,Credit,0,0,5,5631.2,11847.2,1
2571,TXN6511E43BF0,USR326266,"€5,022.06",Debit,21:45:44,2025-03-20,London,Tablet,Luxury,Credit,1,0,8,1134.3,-3887.76,1
2572,TXN379BEBA013,USR765427,"$8,450.63",Debit,07:51:07,2023-09-12,Delhi,Unknown,Luxury,Credit,0,0,5,7322.52,-1128.11,1
2573,TXN490E987B22,USR570415,"$4,96,561.98",Credit,19:38:22,2023-04-05,Dubai,Unknown,Utility,Debit,1,0,8,4582.01,501143.99,1
2574,TXN3C8224A74D,USR527823,"$9,570.71",Debit,01:53:50,2024-06-20,Lagos,Desktop,Luxury,Debit,0,0,4,9443.37,-127.339999999998,0
2575,TXN921DB2F1A4,USR649504,"₹3,221.58",Debit,19:34:36,2024-12-11,Delhi,Desktop,Travel,Debit,0,0,9,9037.78,5816.2,0
2576,TXNB966A1BA61,USR767069,"€4,060.01",Debit,10:59:58,2025-04-04,London,Mobile,Food,Debit,0,0,5,5091.86,1031.85,0
2577,TXN41076EA4DB,USR380353,"$9,825.48",Credit,13:32:34,2025-05-01,New York,Tablet,Luxury,Debit,0,0,2,323.08,10148.56,0
2578,TXN92301FD94E,USR221399,$743.64,Debit,09:46:20,2023-02-18,London,Unknown,Food,Prepaid,1,0,4,5410.6,4666.96,1
2579,TXNF6B0A22930,USR623685,"€2,227.75",Debit,02:06:59,2023-10-23,London,Tablet,Travel,Prepaid,0,1,6,8209.42,5981.67,1
2580,TXN3898C15C0D,USR558829,"$1,178.40",Credit,20:35:22,2023-10-30,London,Desktop,Utility,Credit,0,0,8,7064.12,8242.52,0
2581,TXN4144B5F953,USR202032,$490.04,Credit,20:09:07,2025-02-02,Lagos,Tablet,Luxury,Prepaid,0,0,6,6466.56,6956.6,0
2582,TXNFF323CC891,USR904406,"€9,492.54",Credit,08:08:56,2024-06-20,Beijing,Mobile,Retail,Credit,0,0,5,7953.42,17445.96,0
2583,TXNAFEC722932,USR976309,"₹5,078.97",Credit,13:19:05,2025-06-23,Beijing,Desktop,Luxury,Prepaid,1,0,7,7839.92,12918.89,1
2584,TXN434D077C98,USR707050,"$2,859.27",Debit,02:31:16,2023-07-06,Lagos,Desktop,Travel,Debit,0,0,2,7944.26,5084.99,0
2585,TXN6BE3ADA655,USR550373,"₹3,762.55",Debit,22:26:53,2025-03-14,Dubai,Desktop,Food,Debit,0,0,8,3943.14,180.59,0
2586,TXN963D565EB2,USR388970,"₹7,290.31",Debit,08:49:48,2025-07-26,New York,Mobile,Food,Debit,1,1,10,5776.88,-1513.43,1
2587,TXN89F6F4B4E9,USR693953,"$1,847.51",Credit,05:27:26,2023-07-17,Beijing,Mobile,Luxury,Prepaid,0,0,6,5876.8,7724.31,0
2588,TXN6623AA8397,USR538043,"₹1,98,967.88",Credit,16:12:55,2024-05-28,Lagos,Unknown,Food,Credit,0,0,7,7160.8,206128.68,1
2589,TXNDB14875D5B,USR826837,"$4,065.13",Debit,05:28:37,2023-06-11,Delhi,Unknown,Utility,Credit,0,0,10,6439.03,2373.9,1
2590,TXNE1072098DB,USR923301,"$8,312.58",Debit,19:02:37,2024-08-09,Tokyo,Tablet,Food,Prepaid,1,0,11,4541.27,-3771.31,1
2591,TXN03FB0DCB63,USR750407,"€7,680.71",Credit,15:44:46,2023-06-29,New York,Tablet,Luxury,Credit,0,0,4,7626.83,15307.54,0
2592,TXNCF1ECBCC55,USR870095,"€1,557.35",Debit,17:02:23,2023-02-14,Lagos,Tablet,Retail,Prepaid,0,0,8,5575.81,4018.46,0
2593,TXND02F1FD5F6,USR885588,"€8,622.94",Debit,00:04:58,2025-06-26,Beijing,Desktop,Utility,Prepaid,0,0,6,6478.3,-2144.64,0
2594,TXNF13EE10677,USR513464,"₹4,056.47",Credit,07:55:45,2023-06-06,Delhi,Tablet,Utility,Debit,0,0,7,5874.19,9930.66,0
2595,TXN19700F66C7,USR575073,₹154.85,Debit,01:13:32,2025-04-22,London,Mobile,Travel,Debit,0,1,6,3919.57,3764.72,1
2596,TXNF74173D979,USR661708,"€2,36,193.16",Debit,07:35:23,2025-05-20,Delhi,Desktop,Travel,Debit,0,0,13,2151.11,-234042.05,1
2597,TXN04C6139587,USR421590,"₹4,40,444.91",Credit,19:32:33,2024-05-14,Lagos,Tablet,Food,Prepaid,1,0,13,3669.96,444114.87,1
2598,TXN89D9F4CA09,USR735451,"€4,94,908.20",Debit,15:24:08,2024-04-06,New York,Mobile,Food,Credit,0,0,6,4579.53,-490328.67,1
2599,TXNEAF2ADA4F7,USR467621,"€8,405.51",Debit,15:20:17,2024-08-25,Delhi,Mobile,Utility,Debit,0,0,10,7456.82,-948.690000000001,0
2600,TXN62CB27E908,USR610026,"$4,528.11",Credit,04:05:03,2023-04-01,Beijing,Tablet,Travel,Debit,0,0,15,241.1,4769.21,1
2601,TXN8B418F0B47,USR847965,"$4,87,028.60",Credit,13:16:19,2023-08-15,New York,Tablet,Retail,Debit,0,1,6,3040.95,490069.55,1
2602,TXND1A0E58B66,USR562247,"₹4,191.46",Debit,05:27:48,2024-02-02,Delhi,Tablet,Travel,Credit,1,0,7,8861.39,4669.93,1
2603,TXNA4D3F39527,USR724932,"₹6,033.91",Debit,13:10:13,2023-08-04,Dubai,Mobile,Food,Prepaid,0,0,10,2081.49,-3952.42,0
2604,TXNA18E74C694,USR962230,$562.94,Debit,12:09:35,2023-10-27,London,Mobile,Utility,Credit,0,0,5,7320.23,6757.29,0
2605,TXN0AF1682014,USR415476,"₹3,990.00",Debit,20:35:59,2025-04-26,London,Tablet,Retail,Credit,0,0,7,7427.97,3437.97,0
2606,TXN08C4A0F711,USR457597,"$2,184.17",Credit,23:26:54,2024-10-13,Beijing,Unknown,Travel,Credit,1,0,11,6785.2,8969.37,1
2607,TXN4D8DD709D9,USR646739,"₹4,13,174.98",Credit,01:39:58,2023-07-03,Lagos,Desktop,Utility,Prepaid,0,0,4,1726.33,414901.31,1
2608,TXNE4AD7D2B54,USR813022,"$2,29,991.30",Credit,11:02:29,2023-03-24,London,Mobile,Luxury,Debit,0,0,6,7719.76,237711.06,1
2609,TXN9E25C15470,USR521037,"$1,523.86",Debit,06:21:05,2023-01-29,Dubai,Unknown,Luxury,Debit,1,0,4,4617.29,3093.43,1
2610,TXNE17870F60F,USR966800,"₹7,204.79",Debit,05:50:50,2025-07-13,Beijing,Tablet,Food,Credit,0,0,9,2403.82,-4800.97,0
2611,TXN544BA4DBDD,USR416274,"₹8,831.01",Credit,05:08:10,2024-06-23,Delhi,Unknown,Food,Credit,0,0,4,2255.52,11086.53,1
2612,TXNDD1548DAE3,USR123390,"₹4,030.60",Credit,03:17:48,2024-06-01,Dubai,Unknown,Luxury,Credit,0,0,10,9269.84,13300.44,1
2613,TXNF3FE60D701,USR189570,"$5,594.39",Credit,07:39:51,2023-02-04,New York,Unknown,Food,Debit,0,1,5,6357.44,11951.83,1
2614,TXNB5F277B931,USR103929,"$2,712.26",Credit,22:09:12,2024-12-18,Tokyo,Mobile,Food,Prepaid,0,0,6,5026.44,7738.7,0
2615,TXN91E468D451,USR116421,₹266.71,Debit,21:14:03,2025-01-28,Tokyo,Tablet,Utility,Debit,0,0,4,716.37,449.66,0
2616,TXNB23C3813BA,USR795715,"€2,70,554.50",Debit,08:12:16,2025-07-22,Dubai,Unknown,Utility,Debit,0,0,7,1187.87,-269366.63,1
2617,TXNB7A24387A3,USR684760,"$1,855.69",Credit,18:19:22,2023-12-04,London,Unknown,Retail,Credit,1,0,4,5309.88,7165.57,1
2618,TXN57091C20C6,USR891376,"₹4,85,381.82",Debit,12:54:46,2023-11-25,London,Unknown,Travel,Prepaid,0,0,7,4248.99,-481132.83,1
2619,TXN5EFC9FAF32,USR241056,"$8,582.53",Credit,11:23:53,2023-10-31,Delhi,Desktop,Retail,Debit,0,0,13,2805.18,11387.71,1
2620,TXN71AF5D2179,USR934998,"€3,183.39",Credit,09:51:01,2025-03-31,Beijing,Tablet,Travel,Credit,0,0,9,7860.41,11043.8,0
2621,TXN8046ACC59E,USR908274,"$1,441.50",Credit,08:19:44,2023-10-31,Delhi,Desktop,Utility,Prepaid,0,0,8,9341.47,10782.97,0
2622,TXN6D4B2664C0,USR323914,"$1,95,610.10",Debit,20:09:22,2025-06-18,Dubai,Unknown,Retail,Debit,0,0,4,9081.91,-186528.19,1
2623,TXNA0B0AA895A,USR729420,"$1,21,321.46",Credit,13:35:39,2023-09-29,Delhi,Tablet,Utility,Debit,0,1,7,1560.32,122881.78,1
2624,TXND71E77C957,USR506615,"₹7,435.46",Debit,22:34:13,2024-09-09,Lagos,Tablet,Retail,Debit,0,0,3,7204.28,-231.18,0
2625,TXNF7FBAB2649,USR998716,"$2,310.40",Credit,18:15:15,2023-11-11,Tokyo,Mobile,Food,Credit,0,0,13,3566.83,5877.23,1
2626,TXN671CADF4D4,USR391774,"€2,013.14",Credit,21:15:49,2024-01-05,Dubai,Unknown,Travel,Credit,0,0,8,1017.54,3030.68,1
2627,TXNE380A3D0CB,USR609896,"€2,221.85",Debit,18:09:13,2023-10-09,Beijing,Tablet,Travel,Prepaid,0,0,7,5983.99,3762.14,0
2628,TXN5B8EA319A8,USR327156,"$7,924.13",Credit,19:06:29,2023-01-04,Beijing,Mobile,Travel,Debit,0,0,3,9617.11,17541.24,0
2629,TXN10CEC4EB07,USR359875,"₹5,617.92",Debit,20:33:11,2025-02-08,Tokyo,Tablet,Retail,Credit,0,0,13,4972.76,-645.16,1
2630,TXN1BBFCF4F06,USR503113,$846.82,Credit,11:02:18,2023-11-15,New York,Mobile,Food,Debit,0,0,9,8183.57,9030.39,0
2631,TXN9DF54B23B5,USR708094,"₹3,47,873.65",Debit,01:34:10,2024-03-04,Lagos,Mobile,Utility,Prepaid,0,1,9,3145.08,-344728.57,1
2632,TXN32D5DD7225,USR779879,"$1,852.29",Credit,21:40:34,2025-05-09,Lagos,Mobile,Retail,Prepaid,0,0,8,9759.82,11612.11,0
2633,TXNBBB1BAA053,USR385106,"₹3,85,949.68",Debit,15:44:44,2023-08-24,Tokyo,Desktop,Luxury,Debit,1,0,4,2492.27,-383457.41,1
2634,TXNA0ECA6906E,USR108665,"₹1,406.27",Debit,13:49:14,2023-11-20,Beijing,Mobile,Food,Debit,0,0,9,2558.92,1152.65,0
2635,TXN6C76946B20,USR170760,"$3,546.50",Debit,04:31:37,2023-11-08,Lagos,Mobile,Luxury,Prepaid,0,1,7,260.3,-3286.2,1
2636,TXN3B4F0C5813,USR610007,"€8,480.58",Debit,14:09:47,2023-09-16,Tokyo,Mobile,Food,Prepaid,0,0,10,2223.6,-6256.98,0
2637,TXN881EB2B552,USR696235,"₹6,823.96",Debit,17:08:39,2023-06-03,Lagos,Desktop,Travel,Debit,0,0,3,9810.49,2986.53,0
2638,TXNDA218B7BA6,USR191249,"₹4,864.85",Debit,17:07:15,2024-05-21,New York,Desktop,Luxury,Prepaid,0,0,7,8391.45,3526.6,0
2639,TXN8C1D2AA564,USR313627,"$2,35,857.79",Credit,15:05:43,2023-04-24,London,Unknown,Travel,Debit,0,0,6,2105.91,237963.7,1
2640,TXN944863CB9B,USR582090,"$3,16,882.49",Debit,11:07:40,2023-11-12,London,Mobile,Luxury,Prepaid,0,0,5,7661.47,-309221.02,1
2641,TXN78800A97C7,USR463005,"€4,78,622.98",Credit,12:15:02,2024-11-04,New York,Mobile,Luxury,Credit,1,0,4,2944.24,481567.22,1
2642,TXN960F6C030E,USR355553,"€7,823.90",Debit,02:18:19,2024-04-28,New York,Desktop,Luxury,Prepaid,0,0,6,1687.4,-6136.5,0
2643,TXNA6BF93DA01,USR968572,"$5,139.97",Credit,08:48:22,2024-05-22,Delhi,Unknown,Retail,Credit,0,0,10,4029.63,9169.6,1
2644,TXN8456D8847B,USR653554,"€1,217.54",Debit,05:14:18,2024-01-02,Lagos,Mobile,Food,Credit,0,0,13,1019.54,-198.0,1
2645,TXNF0FD340115,USR578144,€60.59,Debit,16:34:22,2023-03-18,Lagos,Tablet,Luxury,Debit,0,0,11,8913.8,8853.21,1
2646,TXN9F7DAF9049,USR311144,€359.13,Debit,12:13:35,2023-03-04,Beijing,Mobile,Utility,Credit,0,0,8,9251.21,8892.08,0
2647,TXNCA07510B66,USR118129,"€3,816.96",Debit,15:08:42,2024-07-03,Delhi,Desktop,Travel,Prepaid,0,0,6,6383.44,2566.48,0
2648,TXN2198741945,USR263848,"€8,296.58",Debit,12:54:45,2024-02-28,Beijing,Tablet,Utility,Credit,0,0,7,8610.33,313.75,0
